feature,group,basis,hour,rho,p,n,signed_log10p
Amp_Mean,all,interpolated,12,0.032442585161786046,0.819397603817358,52,0.08650531039803469
Amp_Mean,all,interpolated,13,0.03415008964398531,0.8100639588057509,52,0.0914806899364002
Amp_Mean,all,interpolated,14,0.05037138222487834,0.7228678335359807,52,0.14094110023385287
Amp_Mean,all,interpolated,15,0.047639375053359516,0.7373444946327468,52,0.1323295580534681
Amp_Mean,all,interpolated,16,0.04712712370869973,0.7400691322338244,52,0.13072770953210408
Amp_Mean,all,interpolated,17,0.028942200973277554,0.8386079796704035,52,0.0764410094374164
Amp_Mean,all,interpolated,18,0.030222829334927006,0.8315683469579802,52,0.08010205012834039
Amp_Mean,all,interpolated,19,0.013233159737044309,0.9258161817660111,52,0.033475232723363925
Amp_Mean,all,interpolated,20,0.02902757619738752,0.8381382746097132,52,0.07668432630279771
Amp_Mean,all,interpolated,21,0.034918466660974985,0.8058722657085159,52,0.09373379032166985
Amp_Mean,all,interpolated,22,0.048834628190898996,0.7309994924137663,52,0.13608292460435148
Amp_Mean,all,interpolated,23,0.0572014001536754,0.6871040890523463,52,0.1629774669043164
Amp_Mean,all,interpolated,24,0.0690685563049603,0.6265880407530673,52,0.20301789844971074
Amp_Mean,all,interpolated,25,0.08955861009135148,0.5277869238572703,52,0.27754137381089145
Amp_Mean,all,interpolated,26,0.11380517373858107,0.42178623606524734,52,0.3749075964752505
Amp_Mean,all,interpolated,27,0.10381627251771536,0.4639159932850321,52,0.33356065512575633
Amp_Mean,all,interpolated,28,0.12592845556219584,0.3737038756517014,52,0.42747239809518545
Amp_Mean,all,interpolated,29,0.14095449500554938,0.3189022981307185,52,0.49634235105527374
Amp_Mean,all,interpolated,30,0.165115683428669,0.24209264840334804,52,0.616018398523305
Amp_Mean,all,interpolated,31,0.17314095449500555,0.2196413661377263,52,0.6582858637050077
Amp_Mean,all,interpolated,32,0.1764705882352941,0.21076594955078892,52,0.6761995505594495
Amp_Mean,all,interpolated,33,0.20566891488090155,0.14353965729262658,52,0.8430280950000304
Amp_Mean,all,interpolated,34,0.19303338171262702,0.17034987283445083,52,0.7686581862952051
Amp_Mean,all,interpolated,35,0.19209425424741738,0.1724786732394258,52,0.7632645972111913
Amp_Mean,all,interpolated,36,0.18082472466490224,0.19954347841217732,52,0.6999624614950286
Amp_Mean,all,interpolated,37,0.174336207632545,0.21642587962180446,52,0.6646908086998051
Amp_Mean,all,interpolated,38,0.14974814308887557,0.28933207192234683,52,0.538603422947635
Amp_Mean,all,interpolated,39,0.1276359600443951,0.36720682411035543,52,0.4350892565396054
Amp_Mean,all,interpolated,40,0.13147784512934346,0.3528400489423167,52,0.45242212635336193
Amp_Mean,all,interpolated,41,0.10552377699991461,0.45655746445601464,52,0.3405045523563718
Amp_Mean,all,interpolated,42,0.09536412533082898,0.5012661791557189,52,0.29993159660686675
Amp_Mean,all,interpolated,43,0.11081704089473234,0.43415538539346465,52,0.3623548074890306
Amp_Mean,all,interpolated,44,0.10706053103389394,0.4499895606153639,52,0.34679756137961487
Amp_Mean,all,interpolated,45,0.11739093315119951,0.40721121744712074,52,0.3901802669967276
Amp_Mean,all,interpolated,46,0.16059079655084094,0.25541872420542877,52,0.5927472686974068
Amp_Mean,all,interpolated,47,0.15119952189874497,0.2846296804903202,52,0.5457198147188105
Amp_Mean,all,interpolated,48,0.14889439084777598,0.2921217498659971,52,0.5344361065145309
Amp_Mean,all,interpolated,49,0.10552377699991461,0.45655746445601464,52,0.3405045523563718
Amp_Mean,all,interpolated,50,0.0904977375565611,0.5234502789418363,52,0.281124564427773
Amp_Mean,all,interpolated,51,0.06983693332194997,0.6227471808448293,52,0.20568822982325927
Amp_Mean,all,interpolated,52,0.05822590284299496,0.6817953634415421,52,0.1663459565224989
Amp_Mean,all,interpolated,53,0.05634764791257577,0.6915394975941292,52,0.16018300991865908
Amp_Mean,all,interpolated,54,0.05353026551694697,0.7062486001907085,52,0.15104239995842153
Amp_Mean,all,interpolated,55,0.07256894049346879,0.609171778857504,52,0.21526022446001597
Amp_Mean,all,interpolated,56,0.07145906258003927,0.6146714064011018,52,0.211356989142115
Amp_Mean,all,interpolated,57,0.09177836591821052,0.5175653814026683,52,0.2860347801921303
Amp_Mean,all,interpolated,58,0.0922906172628703,0.5152207549420955,52,0.28800665035463285
Amp_Mean,all,interpolated,59,0.09271749338342013,0.5132709933200936,52,0.2896532784958649
Amp_Mean,all,interpolated,60,0.08691197814394262,0.5401031421985233,52,0.26752329608390535
Amp_Mean,all,interpolated,61,0.10526765132758474,0.45765717107711756,52,0.33945972824385046
Amp_Mean,all,interpolated,62,0.11611030478955008,0.41238282275255544,52,0.38469943295967785
Amp_Mean,all,interpolated,63,0.12003756509860837,0.3966428670167492,52,0.4016003513944928
Amp_Mean,all,interpolated,64,0.1276359600443951,0.36720682411035543,52,0.4350892565396054
Amp_Mean,all,interpolated,65,0.11628105523777,0.4116911023970736,52,0.385428519015654
Amp_Mean,all,interpolated,66,0.14804063860667632,0.29492888990926064,52,0.5302826838278427
Amp_Mean,all,interpolated,67,0.14710151114146675,0.29803691705740104,52,0.5257299376643448
Amp_Mean,all,interpolated,68,0.15188252369162467,0.28243423869291684,52,0.5490826561540126
Amp_Mean,all,interpolated,69,0.15435840519081362,0.27456929180134315,52,0.561348036461895
Amp_Mean,all,interpolated,70,0.1663109365662085,0.2386532404155327,52,0.6222326644402857
Amp_Mean,all,interpolated,71,0.14291812516007854,0.31213855645984506,52,0.505652582428811
Amp_Mean,all,interpolated,72,0.11389054896269102,0.42143580261340563,52,0.37526857215233195
BCI,all,interpolated,12,0.08341159395543413,0.5566034964548511,52,0.2544540698555895
BCI,all,interpolated,13,0.07666695125074703,0.5890521564694673,52,0.22984624975610793
BCI,all,interpolated,14,0.0858021002305131,0.5453091705264057,52,0.2633571986720177
BCI,all,interpolated,15,0.07803295483650645,0.58241234539732,52,0.23476942785520413
BCI,all,interpolated,16,0.072056689148809,0.6117074326351448,52,0.21345624251540915
BCI,all,interpolated,17,0.0546401434303765,0.700441040521739,52,0.15462841548700726
BCI,all,interpolated,18,0.039272603090583114,0.7822246431250756,52,0.1066685061994696
BCI,all,interpolated,19,0.014684538546913685,0.9177065418085671,52,0.037296172445995424
BCI,all,interpolated,20,0.028515324852727737,0.8409573382035759,52,0.07522603541816948
BCI,all,interpolated,21,0.04098010757278238,0.7730028095731468,52,0.11181892758245554
BCI,all,interpolated,22,0.05592077179202596,0.6937610676061002,52,0.15879007549172927
BCI,all,interpolated,23,0.0764962008025271,0.5898845085245139,52,0.22923300907015143
BCI,all,interpolated,24,0.08990011098779134,0.5262079097456174,52,0.2788426280613064
BCI,all,interpolated,25,0.07794757961239648,0.5828263392335251,52,0.2344608297138235
BCI,all,interpolated,26,0.11380517373858107,0.42178623606524734,52,0.3749075964752505
BCI,all,interpolated,27,0.11986681465038845,0.3973198123160191,52,0.40085977835015196
BCI,all,interpolated,28,0.14735763681379663,0.2971871771799169,52,0.5269699331353649
BCI,all,interpolated,29,0.15777341415521215,0.26396127672431413,52,0.57845977971519
BCI,all,interpolated,30,0.16272517715359003,0.24907250765719674,52,0.603674206753735
BCI,all,interpolated,31,0.18125160078545205,0.1984664727518867,52,0.7023128487429843
BCI,all,interpolated,32,0.183727482284641,0.19230106468056907,52,0.7160183112705366
BCI,all,interpolated,33,0.223256211047554,0.11162282433398027,52,0.9522469929540597
BCI,all,interpolated,34,0.21608469222231708,0.12390911309241981,52,0.9068967515722227
BCI,all,interpolated,35,0.1990950226244344,0.1570669876896238,52,0.8039150853025249
BCI,all,interpolated,36,0.16204217536071033,0.2510915569298707,52,0.6001678903950639
BCI,all,interpolated,37,0.12891658840604456,0.36237912439601705,52,0.4408368287125222
BCI,all,interpolated,38,0.12285494749423717,0.3855710083331705,52,0.41389562880001224
BCI,all,interpolated,39,0.11414667463502091,0.4203854964507908,52,0.37635227580279795
BCI,all,interpolated,40,0.09169299069410057,0.5179566723336808,52,0.2857065679640422
BCI,all,interpolated,41,0.08887560829847178,0.5309519620875967,52,0.27494476996188877
BCI,all,interpolated,42,0.11448817553146076,0.41898740983960603,52,0.3777990269605212
BCI,all,interpolated,43,0.10799965849910356,0.4460015462619181,52,0.35066363561105424
BCI,all,interpolated,44,0.11132929223939213,0.4320206455735287,52,0.36449549845264745
BCI,all,interpolated,45,0.12942883975070435,0.36045888897030687,52,0.4431442602412529
BCI,all,interpolated,46,0.10680440536156406,0.4510805915443685,52,0.34574585870702373
BCI,all,interpolated,47,0.09399812174506958,0.5074441455456241,52,0.2946117536438677
BCI,all,interpolated,48,0.08853410740203192,0.5325379749383004,52,0.2736494175265718
BCI,all,interpolated,49,0.018953299752411848,0.8939057657608225,52,0.04870826148054073
BCI,all,interpolated,50,0.024075813199009647,0.8654684355810102,52,0.0627487666135035
BCI,all,interpolated,51,0.011781780927174933,0.933933302733478,52,0.02968413799806829
BCI,all,interpolated,52,-0.015452915563903354,0.9134165091736813,52,-0.039331143179821795
BCI,all,interpolated,53,0.01434303765047383,0.9196139763050534,52,0.03639443693947328
BCI,all,interpolated,54,-0.008196021514556475,0.9540142279604464,52,-0.02044514827427665
BCI,all,interpolated,55,-0.0013660035857594125,0.992331700048306,52,-0.0033431348803866245
BCI,all,interpolated,56,-0.05327413984461708,0.7075911792788452,52,-0.15021758957576964
BCI,all,interpolated,57,-0.010501152565525484,0.9411010307218257,52,-0.026363750930104846
BCI,all,interpolated,58,0.029881328438487148,0.8334443255373433,52,0.07912340593733717
BCI,all,interpolated,59,0.034918466660974985,0.8058722657085159,52,0.09373379032166985
BCI,all,interpolated,60,0.04337061384786135,0.760144543634304,52,0.11910381754286718
BCI,all,interpolated,61,0.06471441987535217,0.6485363100587788,52,0.18806570374842127
BCI,all,interpolated,62,0.08315546828310424,0.5578201277715213,52,0.25350581918005205
BCI,all,interpolated,63,0.07598394945786732,0.5923847118193155,52,0.22739615821663847
BCI,all,interpolated,64,0.08725347904038248,0.5385061529891042,52,0.2688093300745442
BCI,all,interpolated,65,0.08281396738666438,0.5594442516523481,52,0.25224318421344616
BCI,all,interpolated,66,0.1169640570306497,0.40893090409476873,52,0.38835006731149063
BCI,all,interpolated,67,0.14257662426363865,0.3133082253099574,52,0.5040282033952329
BCI,all,interpolated,68,0.1408691197814394,0.3191984683502747,52,0.49593920124555574
BCI,all,interpolated,69,0.13882011440280032,0.32635888126420454,52,0.48630456427165364
BCI,all,interpolated,70,0.15205327413984462,0.2818871223940175,52,0.5499247637912674
BCI,all,interpolated,71,0.13284384871510288,0.347816135020967,52,0.45865027515666734
BCI,all,interpolated,72,0.125586954665756,0.3750115131092794,52,0.4259553989307455
PowerAbs_Alpha,all,interpolated,12,-0.003927260309058311,0.977956028521529,52,-0.009680671797031191
PowerAbs_Alpha,all,interpolated,13,-0.0038418850849483476,0.9784351308725872,52,-0.009467962277780101
PowerAbs_Alpha,all,interpolated,14,-0.008793648083326219,0.9506651045988526,52,-0.021972447142207602
PowerAbs_Alpha,all,interpolated,15,-0.011354904806625118,0.9363219964276532,52,-0.02857477388624269
PowerAbs_Alpha,all,interpolated,16,-0.00725689404934688,0.9592787052604644,52,-0.01805519619563884
PowerAbs_Alpha,all,interpolated,17,-0.04337061384786135,0.760144543634304,52,-0.11910381754286718
PowerAbs_Alpha,all,interpolated,18,-0.048834628190898996,0.7309994924137663,52,-0.13608292460435148
PowerAbs_Alpha,all,interpolated,19,-0.06915393152907028,0.6261607908739093,52,-0.20331413065112552
PowerAbs_Alpha,all,interpolated,20,-0.05028600700076837,0.7233188066985506,52,-0.14067024285363636
PowerAbs_Alpha,all,interpolated,21,-0.04926150431144882,0.7287377125210139,52,-0.13742875494896262
PowerAbs_Alpha,all,interpolated,22,-0.055835396567915994,0.6942056887390593,52,-0.15851183177976141
PowerAbs_Alpha,all,interpolated,23,-0.05335951506872705,0.7071435547208487,52,-0.1504924126607162
PowerAbs_Alpha,all,interpolated,24,-0.034918466660974985,0.8058722657085159,52,-0.09373379032166985
PowerAbs_Alpha,all,interpolated,25,-0.02936907709382737,0.8362600151242792,52,-0.0776586680436543
PowerAbs_Alpha,all,interpolated,26,-0.01195253137539486,0.93297798555896,52,-0.030128603695152925
PowerAbs_Alpha,all,interpolated,27,-0.005890890463587466,0.9669391415339119,52,-0.014600859244547518
PowerAbs_Alpha,all,interpolated,28,0.000597626568769743,0.99664507827617,52,0.0014594735729008396
PowerAbs_Alpha,all,interpolated,29,-0.002390506275078972,0.9865808882352718,52,-0.005867301821733134
PowerAbs_Alpha,all,interpolated,30,0.01297703406471442,0.9272480944704478,52,0.0328040504898564
PowerAbs_Alpha,all,interpolated,31,0.026124818577648767,0.8541385788113807,52,0.06847166194497449
PowerAbs_Alpha,all,interpolated,32,0.02083155468283104,0.8834614510535391,52,0.0538123957440616
PowerAbs_Alpha,all,interpolated,33,0.053786391189276875,0.7049069069041888,52,0.1518682340545106
PowerAbs_Alpha,all,interpolated,34,0.038162725177153585,0.7882348780345225,52,0.1033443522631003
PowerAbs_Alpha,all,interpolated,35,0.01664816870144284,0.9067480289700612,52,0.042513379787623394
PowerAbs_Alpha,all,interpolated,36,0.0046102621019380174,0.9741235013676512,52,0.011385978889047417
PowerAbs_Alpha,all,interpolated,37,-0.030991206351916673,0.8273508108068843,52,-0.08231030315306537
PowerAbs_Alpha,all,interpolated,38,-0.03269871083411594,0.8179959407092934,52,-0.08724885150218381
PowerAbs_Alpha,all,interpolated,39,-0.027149321266968326,0.848484422433068,52,-0.07135612660907766
PowerAbs_Alpha,all,interpolated,40,-0.024758814991889356,0.861688720663171,52,-0.06464959184705163
PowerAbs_Alpha,all,interpolated,41,-0.029539827542047297,0.8353212240473746,52,-0.07814648379280437
PowerAbs_Alpha,all,interpolated,42,-0.023990437974899685,0.8659411116073366,52,-0.0625116412084892
PowerAbs_Alpha,all,interpolated,43,-0.0218560573721506,0.8777727049448354,52,-0.05661792802071702
PowerAbs_Alpha,all,interpolated,44,-0.00648851703235721,0.9635872961094597,52,-0.016108934354401624
PowerAbs_Alpha,all,interpolated,45,0.005549389567147613,0.9688547397964556,52,0.013741331756063239
PowerAbs_Alpha,all,interpolated,46,0.030564330231366857,0.8296932983832335,52,0.08108241778733817
PowerAbs_Alpha,all,interpolated,47,0.03500384188508495,0.8054068534014132,52,0.09398467919623991
PowerAbs_Alpha,all,interpolated,48,0.03876035174592333,0.7849970544027929,52,0.10513197288406348
PowerAbs_Alpha,all,interpolated,49,-0.004183385981388201,0.9765187684026018,52,-0.010319405284110891
PowerAbs_Alpha,all,interpolated,50,-0.007427644497566805,0.9583213929325958,52,-0.018488816840925563
PowerAbs_Alpha,all,interpolated,51,-0.03141808247246649,0.8250098116930541,52,-0.08354088643333213
PowerAbs_Alpha,all,interpolated,52,-0.05455476820626654,0.7008871785572904,52,-0.15435188456310886
PowerAbs_Alpha,all,interpolated,53,-0.048151626398019294,0.7346230539429863,52,-0.1339354467460722
PowerAbs_Alpha,all,interpolated,54,-0.06659267480577136,0.6390306728727989,52,-0.19447829561359295
PowerAbs_Alpha,all,interpolated,55,-0.0639460428583625,0.6524411531247456,52,-0.18545865337775133
PowerAbs_Alpha,all,interpolated,56,-0.05626227268846581,0.6919836063984232,52,-0.15990419417768953
PowerAbs_Alpha,all,interpolated,57,-0.02655169469819858,0.8517817805268169,52,-0.06967165365096543
PowerAbs_Alpha,all,interpolated,58,-0.008366771962776402,0.9530572527044118,52,-0.02088100934410222
PowerAbs_Alpha,all,interpolated,59,-0.002732007171518825,0.9846640868843515,52,-0.006711901577203325
PowerAbs_Alpha,all,interpolated,60,-0.0029027576197387514,0.983705717728192,52,-0.007134804294019853
PowerAbs_Alpha,all,interpolated,61,0.016050542132673096,0.9100815012878646,52,0.04091971320128415
PowerAbs_Alpha,all,interpolated,62,0.018270297959532143,0.8977082201602024,52,0.04686479803826449
PowerAbs_Alpha,all,interpolated,63,0.020575429010501155,0.8848845599924782,52,0.05311338266755441
PowerAbs_Alpha,all,interpolated,64,0.025868692905318878,0.8555532652010012,52,0.06775294689113961
PowerAbs_Alpha,all,interpolated,65,0.02390506275078972,0.8664138341329425,52,0.062274621895625416
PowerAbs_Alpha,all,interpolated,66,0.03158883292068642,0.8240738332035303,52,0.0840338757830081
PowerAbs_Alpha,all,interpolated,67,0.046358746691710064,0.7441620153633997,52,0.12833250166074314
PowerAbs_Alpha,all,interpolated,68,0.061128660462733714,0.66683742877221,52,0.1759800317398977
PowerAbs_Alpha,all,interpolated,69,0.0858021002305131,0.5453091705264057,52,0.2633571986720177
PowerAbs_Alpha,all,interpolated,70,0.10057201400153674,0.47807188496923825,52,0.3205067960694219
PowerAbs_Alpha,all,interpolated,71,0.10526765132758474,0.45765717107711756,52,0.33945972824385046
PowerAbs_Alpha,all,interpolated,72,0.09971826176043712,0.4818347971490269,52,0.3171018393229217
PowerAbs_Beta,all,interpolated,12,-0.0286007000768377,0.840487355927145,52,-0.0754688155884293
PowerAbs_Beta,all,interpolated,13,0.00443951165371809,0.9750815822023189,52,0.010959046641918435
PowerAbs_Beta,all,interpolated,14,-0.01400153675403398,0.9215218594065273,52,-0.03549435842967682
PowerAbs_Beta,all,interpolated,15,-0.0202339281140613,0.8867825980984132,52,-0.05218283791206748
PowerAbs_Beta,all,interpolated,16,-0.029539827542047297,0.8353212240473746,52,-0.07814648379280437
PowerAbs_Beta,all,interpolated,17,-0.04115085802100231,0.7720823101121919,52,-0.11233639795181041
PowerAbs_Beta,all,interpolated,18,-0.05105438401775804,0.7192634194042817,52,-0.14311202666549458
PowerAbs_Beta,all,interpolated,19,-0.06693417570221122,0.637308477810143,52,-0.19565030426974253
PowerAbs_Beta,all,interpolated,20,-0.058140527618885,0.6822371786453975,52,-0.16606461732296343
PowerAbs_Beta,all,interpolated,21,-0.07145906258003927,0.6146714064011018,52,-0.211356989142115
PowerAbs_Beta,all,interpolated,22,-0.05489626910270639,0.6991032280664171,52,-0.155458692538142
PowerAbs_Beta,all,interpolated,23,-0.03577221890207461,0.8012211688192022,52,-0.09624758486533416
PowerAbs_Beta,all,interpolated,24,-0.015282165115683428,0.9143696427029802,52,-0.03887820105703859
PowerAbs_Beta,all,interpolated,25,-0.02014855288995133,0.8872572064534184,52,-0.05195046455265066
PowerAbs_Beta,all,interpolated,26,-0.005037138222487833,0.9717284605944253,52,-0.012455077193901492
PowerAbs_Beta,all,interpolated,27,0.009647400324425851,0.9458821222820294,52,0.02416298287119712
PowerAbs_Beta,all,interpolated,28,0.002817382395628788,0.984184899539998,52,0.006923302680075832
PowerAbs_Beta,all,interpolated,29,0.002988132843848715,0.9832265416165227,52,0.007346406441766504
PowerAbs_Beta,all,interpolated,30,0.009988901220865704,0.9439694494381924,52,0.025042060950989424
PowerAbs_Beta,all,interpolated,31,0.04191923503799197,0.7679439274994524,52,0.11467048943020619
PowerAbs_Beta,all,interpolated,32,0.04396824041663109,0.7569398435952511,52,0.1209386338853274
PowerAbs_Beta,all,interpolated,33,0.05131050969008793,0.717913318414442,52,0.14392798975055068
PowerAbs_Beta,all,interpolated,34,0.04089473234867242,0.7734631755319976,52,0.11156035816881611
PowerAbs_Beta,all,interpolated,35,0.022539059165030306,0.8739835868325937,52,0.05849672321796196
PowerAbs_Beta,all,interpolated,36,-0.016989669597882694,0.9048438988153493,52,-0.04342633762417057
PowerAbs_Beta,all,interpolated,37,-0.027149321266968326,0.848484422433068,52,-0.07135612660907766
PowerAbs_Beta,all,interpolated,38,-0.015709041236233245,0.9119870356754751,52,-0.04001133532796704
PowerAbs_Beta,all,interpolated,39,-0.0016221292580893025,0.9908939495604243,52,-0.003972823400955979
PowerAbs_Beta,all,interpolated,40,0.0036711346367284212,0.9793933580367848,52,0.00904284556770318
PowerAbs_Beta,all,interpolated,41,-0.009818150772645778,0.944925747378317,52,-0.024602317174166777
PowerAbs_Beta,all,interpolated,42,0.001195253137539486,0.9932902140670998,52,0.002923843192916518
PowerAbs_Beta,all,interpolated,43,0.02757619738751814,0.8461307362617853,52,0.07256252862711758
PowerAbs_Beta,all,interpolated,44,0.03047895500725689,0.8301619727886226,52,0.08083716421973608
PowerAbs_Beta,all,interpolated,45,0.06889780585674038,0.6274429049761823,52,0.20242578726832558
PowerAbs_Beta,all,interpolated,46,0.0762400751301972,0.5911340208880014,52,0.22831404545782347
PowerAbs_Beta,all,interpolated,47,0.059079655084094594,0.6773830501665172,52,0.1691656746994312
PowerAbs_Beta,all,interpolated,48,0.06104328523862375,0.6672755751290262,52,0.1756947717187209
PowerAbs_Beta,all,interpolated,49,-0.00751301972167677,0.9578427585400902,52,-0.0187057797557967
PowerAbs_Beta,all,interpolated,50,0.001195253137539486,0.9932902140670998,52,0.002923843192916518
PowerAbs_Beta,all,interpolated,51,-0.04098010757278238,0.7730028095731468,52,-0.11181892758245554
PowerAbs_Beta,all,interpolated,52,-0.04499274310595065,0.7514555159281097,52,-0.12409672333890176
PowerAbs_Beta,all,interpolated,53,-0.02390506275078972,0.8664138341329425,52,-0.062274621895625416
PowerAbs_Beta,all,interpolated,54,-0.0472124989328097,0.7396148052664271,52,-0.13099440392016967
PowerAbs_Beta,all,interpolated,55,-0.04951762998377871,0.7273817413966155,52,-0.13823760472510693
PowerAbs_Beta,all,interpolated,56,-0.0437121147443012,0.7583127938071176,52,-0.1201516167907521
PowerAbs_Beta,all,interpolated,57,-0.01664816870144284,0.9067480289700612,52,-0.042513379787623394
PowerAbs_Beta,all,interpolated,58,0.01903867497652181,0.8934306233800915,52,0.048939165657487495
PowerAbs_Beta,all,interpolated,59,0.032869461282335866,0.8170618116873087,52,0.08774508733627281
PowerAbs_Beta,all,interpolated,60,0.049688380431998636,0.7264782199976931,52,0.13877740143011236
PowerAbs_Beta,all,interpolated,61,0.06275078972082301,0.6585337222029097,52,0.18142198077561444
PowerAbs_Beta,all,interpolated,62,0.07589857423375736,0.5928018701995286,52,0.22709043489368422
PowerAbs_Beta,all,interpolated,63,0.08426534619653377,0.5525571423432772,52,0.2576228030344762
PowerAbs_Beta,all,interpolated,64,0.08861948262614189,0.5321412538540128,52,0.27397307141419447
PowerAbs_Beta,all,interpolated,65,0.08460684709297361,0.5509425288889713,52,0.2588937018526653
PowerAbs_Beta,all,interpolated,66,0.09194911636643045,0.5167832447945336,52,0.2866915755300753
PowerAbs_Beta,all,interpolated,67,0.10774353282677368,0.44708724640836095,52,0.34960771862105905
PowerAbs_Beta,all,interpolated,68,0.11201229403227184,0.4291835191226697,52,0.3673569635269315
PowerAbs_Beta,all,interpolated,69,0.10987791342952274,0.4380843827515327,52,0.3584422286883497
PowerAbs_Beta,all,interpolated,70,0.11653718091009989,0.41065477438633047,52,0.3865231235791869
PowerAbs_Beta,all,interpolated,71,0.11167079313583199,0.43060076760487254,52,0.36592520032241715
PowerAbs_Beta,all,interpolated,72,0.09476649876205925,0.5039642766934427,52,0.29760024725441014
PowerAbs_Delta,all,interpolated,12,0.027490822163408177,0.846601367687593,52,0.07232103425712452
PowerAbs_Delta,all,interpolated,13,0.03824810040126355,0.7877721131413665,52,0.10359939712827855
PowerAbs_Delta,all,interpolated,14,0.04465124220951079,0.7532822880345177,52,0.12304224403602734
PowerAbs_Delta,all,interpolated,15,0.04012635533168274,0.7776099291906903,52,0.1092382026018493
PowerAbs_Delta,all,interpolated,16,0.03961410398702296,0.7803778558145233,52,0.10769506274497978
PowerAbs_Delta,all,interpolated,17,0.026807820370528476,0.850368316004331,52,0.07039292962401981
PowerAbs_Delta,all,interpolated,18,0.02629556902586869,0.8531957068436622,52,0.0689513385235915
PowerAbs_Delta,all,interpolated,19,0.002988132843848715,0.9832265416165227,52,0.007346406441766504
PowerAbs_Delta,all,interpolated,20,0.0269785708187484,0.8494262650026589,52,0.07087431437269177
PowerAbs_Delta,all,interpolated,21,0.022539059165030306,0.8739835868325937,52,0.05849672321796196
PowerAbs_Delta,all,interpolated,22,0.0017075044821992656,0.9904147055458465,52,0.004182919929368123
PowerAbs_Delta,all,interpolated,23,0.03363783829932553,0.8128613661805547,52,0.08998351718174846
PowerAbs_Delta,all,interpolated,24,0.0353453427815248,0.8035458740974529,52,0.09498932450277581
PowerAbs_Delta,all,interpolated,25,0.03918722786647315,0.7826865264386639,52,0.10641214228041686
PowerAbs_Delta,all,interpolated,26,0.05515239477503628,0.6977663209185412,52,0.1562899964703376
PowerAbs_Delta,all,interpolated,27,0.06992230854605992,0.6223210299645863,52,0.20598552274483273
PowerAbs_Delta,all,interpolated,28,0.09544950055493896,0.5008813432415703,52,0.3002651445495259
PowerAbs_Delta,all,interpolated,29,0.10057201400153674,0.47807188496923825,52,0.3205067960694219
PowerAbs_Delta,all,interpolated,30,0.10663365491334413,0.4518087511969595,52,0.3450453613755009
PowerAbs_Delta,all,interpolated,31,0.13395372662853242,0.34376685670359075,52,0.4637359968886292
PowerAbs_Delta,all,interpolated,32,0.1327584734909929,0.34812883118125393,52,0.45826000801584826
PowerAbs_Delta,all,interpolated,33,0.144113378297618,0.3080667198446958,52,0.511355215569688
PowerAbs_Delta,all,interpolated,34,0.12917271407837447,0.3614182313881018,52,0.4419899436634542
PowerAbs_Delta,all,interpolated,35,0.12592845556219584,0.3737038756517014,52,0.42747239809518545
PowerAbs_Delta,all,interpolated,36,0.09937676086399727,0.48334432382469694,52,0.31574337719747575
PowerAbs_Delta,all,interpolated,37,0.06104328523862375,0.6672755751290262,52,0.1756947717187209
PowerAbs_Delta,all,interpolated,38,0.06462904465124221,0.6489697215155319,52,0.18777556527278902
PowerAbs_Delta,all,interpolated,39,0.033125586954665755,0.8156610908392268,52,0.08849025417788467
PowerAbs_Delta,all,interpolated,40,0.02390506275078972,0.8664138341329425,52,0.062274621895625416
PowerAbs_Delta,all,interpolated,41,0.017160420046102617,0.9038920319695511,52,0.04388344200271887
PowerAbs_Delta,all,interpolated,42,0.034235464868095276,0.8095979518817866,52,0.09173059917962623
PowerAbs_Delta,all,interpolated,43,0.01844104840775207,0.8967573896261982,52,0.04732503588348913
PowerAbs_Delta,all,interpolated,44,0.02552719200887902,0.8574402134187964,52,0.06679615220357721
PowerAbs_Delta,all,interpolated,45,0.03500384188508495,0.8054068534014132,52,0.09398467919623991
PowerAbs_Delta,all,interpolated,46,0.06343379151370272,0.6550495308483076,52,0.18372586006803496
PowerAbs_Delta,all,interpolated,47,0.06121403568684367,0.6663993925714655,52,0.1762654074640853
PowerAbs_Delta,all,interpolated,48,0.06147016135917356,0.6650859461776628,52,0.1771222290745492
PowerAbs_Delta,all,interpolated,49,-0.002988132843848715,0.9832265416165227,52,-0.007346406441766504
PowerAbs_Delta,all,interpolated,50,-0.0068300179287970626,0.9616722322833193,52,-0.016972923769049634
PowerAbs_Delta,all,interpolated,51,-0.009647400324425851,0.9458821222820294,52,-0.02416298287119712
PowerAbs_Delta,all,interpolated,52,-0.017843421838982326,0.900085916798349,52,-0.04571603343787236
PowerAbs_Delta,all,interpolated,53,-0.014599163322803723,0.9181833577974526,52,-0.037070583147250716
PowerAbs_Delta,all,interpolated,54,-0.032954836506445824,0.8165948415578986,52,-0.08799336784923988
PowerAbs_Delta,all,interpolated,55,-0.02083155468283104,0.8834614510535391,52,-0.0538123957440616
PowerAbs_Delta,all,interpolated,56,0.0038418850849483476,0.9784351308725872,52,0.009467962277780101
PowerAbs_Delta,all,interpolated,57,0.02834457440450781,0.8418974675026132,52,0.07474079687241027
PowerAbs_Delta,all,interpolated,58,0.03935797831469308,0.7817628342556052,52,0.10692498018335302
PowerAbs_Delta,all,interpolated,59,0.03013745411081704,0.8320372548081505,52,0.07985722756098812
PowerAbs_Delta,all,interpolated,60,0.03611371979851447,0.799362631642269,52,0.0972561578658634
PowerAbs_Delta,all,interpolated,61,0.059848032101084254,0.6734211190010935,52,0.17171326792740996
